Reaction,Uncertainty A (unit),Uncertainty N (unit),Uncertainty Ea (unit)
H2O + TC3H6CHO => IC3H7CHO + OH,6.93E-01,1.00E-09,1.00E-09
H + IC3H7CHO => H2 + IC3H7CO,6.93E-01,1.00E-09,1.00E-09
H2 + IC3H7CO => H + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
IC3H7CHO + OH => H2O + IC3H6CHO,6.93E-01,1.00E-09,1.00E-09
H2O + IC3H6CHO => IC3H7CHO + OH,6.93E-01,1.00E-09,1.00E-09
HO2 + IC3H7CHO => H2O2 + IC3H6CHO,6.93E-01,1.00E-09,1.00E-09
H2O2 + IC3H6CHO => HO2 + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
CH3O2 + IC3H7CHO => CH3O2H + IC3H6CHO,6.93E-01,1.00E-09,1.00E-09
CH3O2H + IC3H6CHO => CH3O2 + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
IC3H7CO => CO + IC3H7,6.93E-01,1.00E-09,1.00E-09
CO + IC3H7 => IC3H7CO,6.93E-01,1.00E-09,1.00E-09
IC3H6CHO => C3H6 + HCO,6.93E-01,1.00E-09,1.00E-09
C3H6 + HCO => IC3H6CHO,6.93E-01,1.00E-09,1.00E-09
IC3H6CHO => C2H3CHO + CH3,6.93E-01,1.00E-09,1.00E-09
C2H3CHO + CH3 => IC3H6CHO,6.93E-01,1.00E-09,1.00E-09
IC4H8OH => IC4H8 + OH,6.93E-01,1.00E-09,1.00E-09
IC4H8 + OH => IC4H8OH,6.93E-01,1.00E-09,1.00E-09
IO2C4H8OH => IC4H8OH + O2,6.93E-01,1.00E-09,1.00E-09
IC4H8OH + O2 => IO2C4H8OH,6.93E-01,1.00E-09,1.00E-09
IO2C4H8OH => CH2O + CH3COCH3 + OH,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 => IC4H8O2H-I,6.93E-01,1.00E-09,1.00E-09
IC4H8O2H-I => IC4H9O2,6.93E-01,1.00E-09,1.00E-09
TC4H9O2 => TC4H8O2H-I,6.93E-01,1.00E-09,1.00E-09
TC4H8O2H-I => TC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 => IC4H8O2H-T,6.93E-01,1.00E-09,1.00E-09
IC4H8O2H-T => IC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 => HO2 + IC4H8,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H8 => IC4H9O2,6.93E-01,1.00E-09,1.00E-09
TC4H9O2 => HO2 + IC4H8,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H8 => TC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H8OOH-IO2 => IC4H8O2H-I + O2,6.93E-01,1.00E-09,1.00E-09
IC4H8O2H-I + O2 => IC4H8OOH-IO2,6.93E-01,1.00E-09,1.00E-09
TC4H8OOH-IO2 => O2 + TC4H8O2H-I,6.93E-01,1.00E-09,1.00E-09
O2 + TC4H8O2H-I => TC4H8OOH-IO2,6.93E-01,1.00E-09,1.00E-09
IC4H8OOH-TO2 => IC4H8O2H-T + O2,6.93E-01,1.00E-09,1.00E-09
IC4H8O2H-T + O2 => IC4H8OOH-TO2,6.93E-01,1.00E-09,1.00E-09
IC4H8OOH-IO2 => IC4KETII + OH,6.93E-01,1.00E-09,1.00E-09
IC4KETII + OH => IC4H8OOH-IO2,6.93E-01,1.00E-09,1.00E-09
IC4H8OOH-TO2 => IC4KETIT + OH,6.93E-01,1.00E-09,1.00E-09
IC4KETIT + OH => IC4H8OOH-TO2,6.93E-01,1.00E-09,1.00E-09
CH2O2H => CH2O + OH,6.93E-01,1.00E-09,1.00E-09
CH2O + OH => CH2O2H,6.93E-01,1.00E-09,1.00E-09
IC4KETII => C2H5CO + CH2O + OH,6.93E-01,1.00E-09,1.00E-09
IC4KETIT => CH3COCH3 + HCO + OH,6.93E-01,1.00E-09,1.00E-09
TC4H8O2H-I => HO2 + IC4H8,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H8 => TC4H8O2H-I,6.93E-01,1.00E-09,1.00E-09
IC4H8O2H-T => HO2 + IC4H8,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H8 => IC4H8O2H-T,6.93E-01,1.00E-09,1.00E-09
IC4H8O2H-I => CC4H8O + OH,6.93E-01,1.00E-09,1.00E-09
IC4H8O2H-T => IC4H8O + OH,6.93E-01,1.00E-09,1.00E-09
TC4H8O2H-I => IC4H8O + OH,6.93E-01,1.00E-09,1.00E-09
IC4H8O2H-I => C3H6 + CH2O + OH,6.93E-01,1.00E-09,1.00E-09
IC4H8 => C3H5-T + CH3,6.93E-01,1.00E-09,1.00E-09
C3H5-T + CH3 => IC4H8,6.93E-01,1.00E-09,1.00E-09
IC4H8 => H + IC4H7,6.93E-01,1.00E-09,1.00E-09
H + IC4H7 => IC4H8,6.93E-01,1.00E-09,1.00E-09
H + IC4H8 => C3H6 + CH3,6.93E-01,1.00E-09,1.00E-09
C3H6 + CH3 => H + IC4H8,6.93E-01,1.00E-09,1.00E-09
H + IC4H8 => H2 + IC4H7,6.93E-01,1.00E-09,1.00E-09
H2 + IC4H7 => H + IC4H8,6.93E-01,1.00E-09,1.00E-09
IC4H8 + O => CH2CO + 2 CH3,6.93E-01,1.00E-09,1.00E-09
IC4H8 + O => 2 H + IC3H6CO,6.93E-01,1.00E-09,1.00E-09
IC4H8 + O => IC4H7 + OH,6.93E-01,1.00E-09,1.00E-09
IC4H7 + OH => IC4H8 + O,6.93E-01,1.00E-09,1.00E-09
CH3 + IC4H8 => CH4 + IC4H7,6.93E-01,1.00E-09,1.00E-09
CH4 + IC4H7 => CH3 + IC4H8,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H8 => H2O2 + IC4H7,6.93E-01,1.00E-09,1.00E-09
H2O2 + IC4H7 => HO2 + IC4H8,6.93E-01,1.00E-09,1.00E-09
IC4H8 + O2CHO => HO2CHO + IC4H7,6.93E-01,1.00E-09,1.00E-09
HO2CHO + IC4H7 => IC4H8 + O2CHO,6.93E-01,1.00E-09,1.00E-09
IC4H8 + O2 => HO2 + IC4H7,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H7 => IC4H8 + O2,6.93E-01,1.00E-09,1.00E-09
C3H5-A + IC4H8 => C3H6 + IC4H7,6.93E-01,1.00E-09,1.00E-09
C3H6 + IC4H7 => C3H5-A + IC4H8,6.93E-01,1.00E-09,1.00E-09
C3H5-S + IC4H8 => C3H6 + IC4H7,6.93E-01,1.00E-09,1.00E-09
C3H6 + IC4H7 => C3H5-S + IC4H8,6.93E-01,1.00E-09,1.00E-09
C3H5-T + IC4H8 => C3H6 + IC4H7,6.93E-01,1.00E-09,1.00E-09
C3H6 + IC4H7 => C3H5-T + IC4H8,6.93E-01,1.00E-09,1.00E-09
IC4H8 + OH => H2O + IC4H7,6.93E-01,1.00E-09,1.00E-09
H2O + IC4H7 => IC4H8 + OH,6.93E-01,1.00E-09,1.00E-09
IC4H8 + O => HCO + IC3H7,6.93E-01,1.00E-09,1.00E-09
HCO + IC3H7 => IC4H8 + O,6.93E-01,1.00E-09,1.00E-09
CH3O2 + IC4H8 => CH3O2H + IC4H7,6.93E-01,1.00E-09,1.00E-09
CH3O2H + IC4H7 => CH3O2 + IC4H8,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H8 => IC4H8O + OH,6.93E-01,1.00E-09,1.00E-09
IC4H8O + OH => HO2 + IC4H8,6.93E-01,1.00E-09,1.00E-09
IC4H7 + O2 => IC3H5CHO + OH,6.93E-01,1.00E-09,1.00E-09
IC3H5CHO + OH => IC4H7 + O2,6.93E-01,1.00E-09,1.00E-09
IC4H7 + O2 => CH2O + CH3COCH2,6.93E-01,1.00E-09,1.00E-09
CH2O + CH3COCH2 => IC4H7 + O2,6.93E-01,1.00E-09,1.00E-09
IC4H7 + O2 => C3H4-A + CH2O + OH,6.93E-01,1.00E-09,1.00E-09
IC4H7 + O => H + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
H + IC3H5CHO => IC4H7 + O,6.93E-01,1.00E-09,1.00E-09
IC4H7 => C3H4-A + CH3,6.93E-01,1.00E-09,1.00E-09
C3H4-A + CH3 => IC4H7,6.93E-01,1.00E-09,1.00E-09
CH3O2 + IC4H7 => CH3O + IC4H7O,6.93E-01,1.00E-09,1.00E-09
CH3O + IC4H7O => CH3O2 + IC4H7,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H7 => IC4H7O + OH,6.93E-01,1.00E-09,1.00E-09
IC4H7O + OH => HO2 + IC4H7,6.93E-01,1.00E-09,1.00E-09
IC4H7O => C3H5-T + CH2O,6.93E-01,1.00E-09,1.00E-09
C3H5-T + CH2O => IC4H7O,6.93E-01,1.00E-09,1.00E-09
IC4H7O => IC4H6OH,6.93E-01,1.00E-09,1.00E-09
IC4H6OH => IC4H7O,6.93E-01,1.00E-09,1.00E-09
IC4H7O => H + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
H + IC3H5CHO => IC4H7O,6.93E-01,1.00E-09,1.00E-09
H2 + IC4H6OH => H + IC4H7OH,6.93E-01,1.00E-09,1.00E-09
H + IC4H7OH => H2 + IC4H6OH,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H6OH => IC4H7OH + O2,6.93E-01,1.00E-09,1.00E-09
IC4H7OH + O2 => HO2 + IC4H6OH,6.93E-01,1.00E-09,1.00E-09
CH2O + IC4H6OH => HCO + IC4H7OH,6.93E-01,1.00E-09,1.00E-09
HCO + IC4H7OH => CH2O + IC4H6OH,6.93E-01,1.00E-09,1.00E-09
IC4H6OH + IC4H8 => IC4H7 + IC4H7OH,6.93E-01,1.00E-09,1.00E-09
IC4H7 + IC4H7OH => IC4H6OH + IC4H8,6.93E-01,1.00E-09,1.00E-09
IC4H7OH => H + IC4H6OH,6.93E-01,1.00E-09,1.00E-09
H + IC4H6OH => IC4H7OH,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H7OH => H2O2 + IC4H6OH,6.93E-01,1.00E-09,1.00E-09
H2O2 + IC4H6OH => HO2 + IC4H7OH,6.93E-01,1.00E-09,1.00E-09
IC4H6OH => C3H4-A + CH2OH,6.93E-01,1.00E-09,1.00E-09
C3H4-A + CH2OH => IC4H6OH,6.93E-01,1.00E-09,1.00E-09
IC4H7O + O2 => HO2 + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
HO2 + IC3H5CHO => IC4H7O + O2,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H7O => H2O2 + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
H2O2 + IC3H5CHO => HO2 + IC4H7O,6.93E-01,1.00E-09,1.00E-09
CH3 + IC4H7O => CH4 + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
CH4 + IC3H5CHO => CH3 + IC4H7O,6.93E-01,1.00E-09,1.00E-09
IC4H7O + O => IC3H5CHO + OH,6.93E-01,1.00E-09,1.00E-09
IC3H5CHO + OH => IC4H7O + O,6.93E-01,1.00E-09,1.00E-09
IC4H7O + OH => H2O + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
H2O + IC3H5CHO => IC4H7O + OH,6.93E-01,1.00E-09,1.00E-09
H + IC4H7O => H2 + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
H2 + IC3H5CHO => H + IC4H7O,6.93E-01,1.00E-09,1.00E-09
IC3H5CHO + OH => H2O + IC3H5CO,6.93E-01,1.00E-09,1.00E-09
H2O + IC3H5CO => IC3H5CHO + OH,6.93E-01,1.00E-09,1.00E-09
HO2 + IC3H5CHO => H2O2 + IC3H5CO,6.93E-01,1.00E-09,1.00E-09
H2O2 + IC3H5CO => HO2 + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
CH3 + IC3H5CHO => CH4 + IC3H5CO,6.93E-01,1.00E-09,1.00E-09
CH4 + IC3H5CO => CH3 + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
IC3H5CHO + O => IC3H5CO + OH,6.93E-01,1.00E-09,1.00E-09
IC3H5CO + OH => IC3H5CHO + O,6.93E-01,1.00E-09,1.00E-09
IC3H5CHO + O2 => HO2 + IC3H5CO,6.93E-01,1.00E-09,1.00E-09
HO2 + IC3H5CO => IC3H5CHO + O2,6.93E-01,1.00E-09,1.00E-09
H + IC3H5CHO => H2 + IC3H5CO,6.93E-01,1.00E-09,1.00E-09
H2 + IC3H5CO => H + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
IC3H5CO => C3H5-T + CO,6.93E-01,1.00E-09,1.00E-09
C3H5-T + CO => IC3H5CO,6.93E-01,1.00E-09,1.00E-09
HO2 + TC3H6CHO => OH + TC3H6OCHO,6.93E-01,1.00E-09,1.00E-09
OH + TC3H6OCHO => HO2 + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
TC3H6OCHO => CH3COCH3 + HCO,6.93E-01,1.00E-09,1.00E-09
CH3COCH3 + HCO => TC3H6OCHO,6.93E-01,1.00E-09,1.00E-09
TC3H6CHO => H + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
H + IC3H5CHO => TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
TC3H6CHO => H + IC3H6CO,6.93E-01,1.00E-09,1.00E-09
H + IC3H6CO => TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
H2 + TC3H6CHO => H + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
H + IC3H7CHO => H2 + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
IC4H7OOH => IC4H7O + OH,6.93E-01,1.00E-09,1.00E-09
IC4H7O + OH => IC4H7OOH,6.93E-01,1.00E-09,1.00E-09
IC4H7OH => H + IC4H7O,6.93E-01,1.00E-09,1.00E-09
H + IC4H7O => IC4H7OH,6.93E-01,1.00E-09,1.00E-09
IC4H8OH => H + IC4H7OH,6.93E-01,1.00E-09,1.00E-09
H + IC4H7OH => IC4H8OH,6.93E-01,1.00E-09,1.00E-09
H2 + IC4H7O => H + IC4H7OH,6.93E-01,1.00E-09,1.00E-09
H + IC4H7OH => H2 + IC4H7O,6.93E-01,1.00E-09,1.00E-09
IC4H7OH => IC4H7 + OH,6.93E-01,1.00E-09,1.00E-09
IC4H7 + OH => IC4H7OH,6.93E-01,1.00E-09,1.00E-09
CH2O + IC4H7O => HCO + IC4H7OH,6.93E-01,1.00E-09,1.00E-09
HCO + IC4H7OH => CH2O + IC4H7O,6.93E-01,1.00E-09,1.00E-09
CH2O + TC3H6CHO => HCO + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
HCO + IC3H7CHO => CH2O + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
IC4H8 + TC3H6CHO => IC3H7CHO + IC4H7,6.93E-01,1.00E-09,1.00E-09
IC3H7CHO + IC4H7 => IC4H8 + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
IC3H6CO + OH => CO2 + IC3H7,6.93E-01,1.00E-09,1.00E-09
CO2 + IC3H7 => IC3H6CO + OH,6.93E-01,1.00E-09,1.00E-09
TC3H6OHCHO => OH + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
OH + TC3H6CHO => TC3H6OHCHO,6.93E-01,1.00E-09,1.00E-09
TC3H6OHCHO => HCO + TC3H6OH,6.93E-01,1.00E-09,1.00E-09
HCO + TC3H6OH => TC3H6OHCHO,6.93E-01,1.00E-09,1.00E-09
TC3H6OH => CH3COCH3 + H,6.93E-01,1.00E-09,1.00E-09
CH3COCH3 + H => TC3H6OH,6.93E-01,1.00E-09,1.00E-09
TC3H6OH => H + IC3H5OH,6.93E-01,1.00E-09,1.00E-09
H + IC3H5OH => TC3H6OH,6.93E-01,1.00E-09,1.00E-09
IC3H5OH => C3H5-T + OH,6.93E-01,1.00E-09,1.00E-09
C3H5-T + OH => IC3H5OH,6.93E-01,1.00E-09,1.00E-09
TC3H6O2CHO => O2 + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
O2 + TC3H6CHO => TC3H6O2CHO,6.93E-01,1.00E-09,1.00E-09
TC3H6O2CHO => IC3H5O2HCHO,6.93E-01,1.00E-09,1.00E-09
IC3H5O2HCHO => TC3H6O2CHO,6.93E-01,1.00E-09,1.00E-09
TC3H6O2CHO => TC3H6O2HCO,6.93E-01,1.00E-09,1.00E-09
TC3H6O2HCO => TC3H6O2CHO,6.93E-01,1.00E-09,1.00E-09
IC3H5O2HCHO => HO2 + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
HO2 + IC3H5CHO => IC3H5O2HCHO,6.93E-01,1.00E-09,1.00E-09
TC3H6O2HCO => CH3COCH3 + CO + OH,6.93E-01,1.00E-09,1.00E-09
O2 + TC3H6OH => CH3COCH3 + HO2,6.93E-01,1.00E-09,1.00E-09
CH3COCH3 + HO2 => O2 + TC3H6OH,6.93E-01,1.00E-09,1.00E-09
IC3H6CO + OH => CO + TC3H6OH,6.93E-01,1.00E-09,1.00E-09
CO + TC3H6OH => IC3H6CO + OH,6.93E-01,1.00E-09,1.00E-09
O2 + TC3H6CHO => HO2 + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
HO2 + IC3H5CHO => O2 + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
O2 + TC3H6CHO => CH3COCH3 + CO + OH,6.93E-01,1.00E-09,1.00E-09
HO2 + TC3H6CHO => IC3H7CHO + O2,6.93E-01,1.00E-09,1.00E-09
IC3H7CHO + O2 => HO2 + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
CH3 + TC3H6CHO => CH4 + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
CH4 + IC3H5CHO => CH3 + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
TC4H8CHO => CH3 + IC3H5CHO,6.93E-01,1.00E-09,1.00E-09
CH3 + IC3H5CHO => TC4H8CHO,6.93E-01,1.00E-09,1.00E-09
TC4H8CHO => HCO + IC4H8,6.93E-01,1.00E-09,1.00E-09
HCO + IC4H8 => TC4H8CHO,6.93E-01,1.00E-09,1.00E-09
O2C4H8CHO => O2 + TC4H8CHO,6.93E-01,1.00E-09,1.00E-09
O2 + TC4H8CHO => O2C4H8CHO,6.93E-01,1.00E-09,1.00E-09
O2C4H8CHO => O2HC4H8CO,6.93E-01,1.00E-09,1.00E-09
O2HC4H8CO => O2C4H8CHO,6.93E-01,1.00E-09,1.00E-09
O2HC4H8CO => CO + IC4H8O2H-T,6.93E-01,1.00E-09,1.00E-09
CO + IC4H8O2H-T => O2HC4H8CO,6.93E-01,1.00E-09,1.00E-09
IC4H7O + IC4H8 => IC4H7 + IC4H7OH,6.93E-01,1.00E-09,1.00E-09
IC4H7 + IC4H7OH => IC4H7O + IC4H8,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H6OH => CH2CCH2OH + CH2O + OH,6.93E-01,1.00E-09,1.00E-09
CH2CCH2OH + IC4H8 => C3H5OH + IC4H7,6.93E-01,1.00E-09,1.00E-09
C3H5OH + IC4H7 => CH2CCH2OH + IC4H8,6.93E-01,1.00E-09,1.00E-09
C3H5OH + HO2 => CH2CCH2OH + H2O2,6.93E-01,1.00E-09,1.00E-09
CH2CCH2OH + H2O2 => C3H5OH + HO2,6.93E-01,1.00E-09,1.00E-09
C3H5OH + OH => CH2CCH2OH + H2O,6.93E-01,1.00E-09,1.00E-09
CH2CCH2OH + H2O => C3H5OH + OH,6.93E-01,1.00E-09,1.00E-09
C3H5OH + H => CH2CCH2OH + H2,6.93E-01,1.00E-09,1.00E-09
CH2CCH2OH + H2 => C3H5OH + H,6.93E-01,1.00E-09,1.00E-09
C3H5OH + O2 => CH2CCH2OH + HO2,6.93E-01,1.00E-09,1.00E-09
CH2CCH2OH + HO2 => C3H5OH + O2,6.93E-01,1.00E-09,1.00E-09
C3H5OH + CH3 => CH2CCH2OH + CH4,6.93E-01,1.00E-09,1.00E-09
CH2CCH2OH + CH4 => C3H5OH + CH3,6.93E-01,1.00E-09,1.00E-09
IC4H7OH => CH2CCH2OH + CH3,6.93E-01,1.00E-09,1.00E-09
CH2CCH2OH + CH3 => IC4H7OH,6.93E-01,1.00E-09,1.00E-09
C3H5OH => CH2CCH2OH + H,6.93E-01,1.00E-09,1.00E-09
CH2CCH2OH + H => C3H5OH,6.93E-01,1.00E-09,1.00E-09
CH2CCH2OH + O2 => CH2O + CH2OH + CO,6.93E-01,1.00E-09,1.00E-09
CH2CCH2OH => C2H2 + CH2OH,6.93E-01,1.00E-09,1.00E-09
C2H2 + CH2OH => CH2CCH2OH,6.93E-01,1.00E-09,1.00E-09
CH2CCH2OH => C3H4-A + OH,6.93E-01,1.00E-09,1.00E-09
C3H4-A + OH => CH2CCH2OH,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + O => C2H5COC2H4P + OH,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4P + OH => C2H5COC2H5 + O,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + O => C2H5COC2H4S + OH,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4S + OH => C2H5COC2H5 + O,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + CH3 => C2H5COC2H4P + CH4,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4P + CH4 => C2H5COC2H5 + CH3,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + CH3 => C2H5COC2H4S + CH4,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4S + CH4 => C2H5COC2H5 + CH3,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 => C2H3 + C2H5CO,6.93E-01,1.00E-09,1.00E-09
C2H3 + C2H5CO => C2H5COC2H3,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 => C2H3COCH2 + CH3,6.93E-01,1.00E-09,1.00E-09
C2H3COCH2 + CH3 => C2H5COC2H3,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + H => H2 + PC2H4COC2H3,6.93E-01,1.00E-09,1.00E-09
H2 + PC2H4COC2H3 => C2H5COC2H3 + H,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + H => H2 + SC2H4COC2H3,6.93E-01,1.00E-09,1.00E-09
H2 + SC2H4COC2H3 => C2H5COC2H3 + H,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + H => C2H5COC2H2 + H2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H2 + H2 => C2H5COC2H3 + H,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + OH => C2H5COC2H2 + H2O,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H2 + H2O => C2H5COC2H3 + OH,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + CH3 => CH4 + PC2H4COC2H3,6.93E-01,1.00E-09,1.00E-09
CH4 + PC2H4COC2H3 => C2H5COC2H3 + CH3,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + CH3 => CH4 + SC2H4COC2H3,6.93E-01,1.00E-09,1.00E-09
CH4 + SC2H4COC2H3 => C2H5COC2H3 + CH3,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + CH3 => C2H5COC2H2 + CH4,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H2 + CH4 => C2H5COC2H3 + CH3,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + HO2 => C2H5COC2H2 + H2O2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H2 + H2O2 => C2H5COC2H3 + HO2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + CH3O2 => C2H5COC2H2 + CH3O2H,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H2 + CH3O2H => C2H5COC2H3 + CH3O2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + CH3O => CH3OH + PC2H4COC2H3,6.93E-01,1.00E-09,1.00E-09
CH3OH + PC2H4COC2H3 => C2H5COC2H3 + CH3O,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + CH3O => CH3OH + SC2H4COC2H3,6.93E-01,1.00E-09,1.00E-09
CH3OH + SC2H4COC2H3 => C2H5COC2H3 + CH3O,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + CH3O => C2H5COC2H2 + CH3OH,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H2 + CH3OH => C2H5COC2H3 + CH3O,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + O => OH + PC2H4COC2H3,6.93E-01,1.00E-09,1.00E-09
OH + PC2H4COC2H3 => C2H5COC2H3 + O,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + O => OH + SC2H4COC2H3,6.93E-01,1.00E-09,1.00E-09
OH + SC2H4COC2H3 => C2H5COC2H3 + O,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + O => C2H5COC2H2 + OH,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H2 + OH => C2H5COC2H3 + O,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + O2 => HO2 + PC2H4COC2H3,6.93E-01,1.00E-09,1.00E-09
HO2 + PC2H4COC2H3 => C2H5COC2H3 + O2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + O2 => HO2 + SC2H4COC2H3,6.93E-01,1.00E-09,1.00E-09
HO2 + SC2H4COC2H3 => C2H5COC2H3 + O2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H3 + O2 => C2H5COC2H2 + HO2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H2 + HO2 => C2H5COC2H3 + O2,6.93E-01,1.00E-09,1.00E-09
C2H3COCH2 => C2H3 + CH2CO,6.93E-01,1.00E-09,1.00E-09
C2H3 + CH2CO => C2H3COCH2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + OH => C2H5COC2H4P + H2O,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4P + H2O => C2H5COC2H5 + OH,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + OH => C2H5COC2H4S + H2O,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4S + H2O => C2H5COC2H5 + OH,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + HO2 => C2H5COC2H4P + H2O2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4P + H2O2 => C2H5COC2H5 + HO2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + HO2 => C2H5COC2H4S + H2O2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4S + H2O2 => C2H5COC2H5 + HO2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + O2 => C2H5COC2H4P + HO2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4P + HO2 => C2H5COC2H5 + O2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + O2 => C2H5COC2H4S + HO2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4S + HO2 => C2H5COC2H5 + O2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + H => C2H5COC2H4P + H2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4P + H2 => C2H5COC2H5 + H,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H5 + H => C2H5COC2H4S + H2,6.93E-01,1.00E-09,1.00E-09
C2H5COC2H4S + H2 => C2H5COC2H5 + H,6.93E-01,1.00E-09,1.00E-09
C2H3 + C2H5COC2H5 => C2H4 + C2H5COC2H4P,6.93E-01,1.00E-09,1.00E-09
C2H4 + C2H5COC2H4P => C2H3 + C2H5COC2H5,6.93E-01,1.00E-09,1.00E-09
C2H3 + C2H5COC2H5 => C2H4 + C2H5COC2H4S,6.93E-01,1.00E-09,1.00E-09
C2H4 + C2H5COC2H4S => C2H3 + C2H5COC2H5,6.93E-01,1.00E-09,1.00E-09
